timestamp,firewall_agent_cpu,firewall_agent_mem,core_cpu,core_mem,reverse_proxy_agent_cpu,reverse_proxy_agent_mem
1752379902,0.11%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752379904,0.11%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752379906,0.16%,80.51MiB,0.17%,65.65MiB,0.10%,81.31MiB
1752379908,0.11%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752379910,0.10%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752379912,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752379914,0.11%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752379916,0.12%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752379918,0.11%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752379920,0.14%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752379922,0.16%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752379924,0.11%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752379926,0.10%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752379928,0.13%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752379930,0.08%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752379932,0.10%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752379934,0.10%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752379936,0.10%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752379938,0.08%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752379940,0.15%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752379942,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752379944,0.08%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752379946,0.11%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752379948,0.16%,80.51MiB,0.17%,65.65MiB,0.10%,81.31MiB
1752379950,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752379952,0.18%,80.51MiB,0.20%,65.65MiB,0.10%,81.31MiB
1752379954,0.10%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752379956,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752379958,0.13%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752379960,0.12%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752379963,0.08%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752379965,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752379967,0.11%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752379969,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752379971,0.10%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752379973,0.11%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752379975,0.12%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752379977,0.10%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752379979,0.11%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752379981,0.15%,80.51MiB,0.17%,65.65MiB,0.10%,81.31MiB
1752379983,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752379985,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752379987,0.11%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752379989,0.15%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752379991,0.10%,80.51MiB,0.07%,65.65MiB,0.10%,81.31MiB
1752379993,0.11%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752379995,0.19%,80.51MiB,0.18%,65.65MiB,0.10%,81.31MiB
1752379997,0.10%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752379999,0.11%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380001,0.13%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380003,0.13%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380005,0.08%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380007,0.16%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380009,0.13%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380011,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380013,0.15%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752380015,0.11%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752380017,0.08%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380019,0.10%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380021,0.13%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752380023,0.11%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380025,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380027,0.15%,80.51MiB,0.19%,65.65MiB,0.10%,81.31MiB
1752380029,0.13%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752380031,0.10%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752380033,0.12%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380035,0.10%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380037,0.12%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380039,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380041,0.07%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752380043,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380045,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380047,0.10%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752380049,0.13%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380051,0.08%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380053,0.15%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752380055,0.08%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380057,0.08%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380059,0.10%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380061,0.09%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752380063,0.08%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380065,0.09%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380067,0.11%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752380069,0.12%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380071,0.11%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380073,0.11%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752380075,0.09%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752380077,0.10%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752380079,0.08%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380081,0.15%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380083,0.14%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752380085,0.10%,80.51MiB,0.07%,65.65MiB,0.10%,81.31MiB
1752380087,0.10%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752380089,0.17%,80.51MiB,0.16%,65.65MiB,0.10%,81.31MiB
1752380091,0.12%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752380093,0.11%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380095,0.11%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752380097,0.10%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752380099,0.10%,80.51MiB,0.07%,65.65MiB,0.10%,81.31MiB
1752380101,0.12%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380103,0.14%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380105,0.11%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380107,0.13%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380109,0.16%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380111,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380113,0.13%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380115,0.14%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380117,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380119,0.09%,80.51MiB,0.07%,65.65MiB,0.10%,81.31MiB
1752380121,0.12%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380123,0.14%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752380125,0.12%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380127,0.14%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752380130,0.16%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380132,0.11%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752380134,0.14%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752380136,0.13%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752380138,0.14%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380140,0.11%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380142,0.09%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752380144,0.14%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752380146,0.11%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380148,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380150,0.08%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752380152,0.10%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752380154,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380156,0.13%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752380158,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380160,0.12%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380162,0.11%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380164,0.12%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380166,0.08%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380168,0.16%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752380170,0.12%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380172,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380174,0.08%,80.51MiB,0.07%,65.65MiB,0.10%,81.31MiB
1752380176,0.13%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380178,0.12%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752380180,0.09%,80.51MiB,0.07%,65.65MiB,0.10%,81.31MiB
1752380182,0.09%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752380184,0.15%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380186,0.10%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752380188,0.12%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380190,0.12%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380192,0.09%,80.51MiB,0.07%,65.65MiB,0.10%,81.31MiB
1752380194,0.17%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752380196,0.19%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752380198,0.11%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380200,0.15%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380202,0.14%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380204,0.10%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380206,0.11%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380208,0.10%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380210,0.09%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380212,0.08%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380214,0.10%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380216,0.11%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380218,0.11%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380220,0.13%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752380222,0.10%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752380224,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380226,0.10%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380228,0.14%,80.51MiB,0.17%,65.65MiB,0.10%,81.31MiB
1752380230,0.10%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380232,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380234,0.10%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752380236,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380238,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380240,0.17%,80.51MiB,0.17%,65.65MiB,0.10%,81.31MiB
1752380242,0.11%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380244,0.11%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380246,0.10%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752380248,0.17%,80.51MiB,0.20%,65.65MiB,0.10%,81.31MiB
1752380250,0.13%,80.51MiB,0.16%,65.65MiB,0.10%,81.31MiB
1752380252,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380254,0.08%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752380256,0.13%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380258,0.08%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380260,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380262,0.13%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752380264,0.12%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752380266,0.11%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380268,0.12%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752380270,0.16%,80.51MiB,0.16%,65.65MiB,0.10%,81.31MiB
1752380272,0.08%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380274,0.19%,80.51MiB,0.21%,65.65MiB,0.10%,81.31MiB
1752380276,0.14%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752380278,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380280,0.08%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380282,0.13%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752380284,0.11%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752380286,0.11%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380288,0.11%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380290,0.12%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380292,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380294,0.15%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380297,0.16%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752380299,0.08%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380301,0.13%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380303,0.12%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380305,0.12%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380307,0.11%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380309,0.15%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752380311,0.16%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752380313,0.08%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380315,0.11%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752380317,0.10%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380319,0.08%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380321,0.11%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380323,0.12%,80.51MiB,0.17%,65.65MiB,0.10%,81.31MiB
1752380325,0.11%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380327,0.11%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380329,0.09%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380331,0.13%,80.51MiB,0.17%,65.65MiB,0.10%,81.31MiB
1752380333,0.08%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380335,0.11%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752380337,0.18%,80.51MiB,0.21%,65.65MiB,0.10%,81.31MiB
1752380339,0.13%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380341,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380343,0.13%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380345,0.11%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380347,0.11%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380349,0.12%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380351,0.11%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380353,0.10%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380355,0.12%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380357,0.12%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380359,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380361,0.14%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752380363,0.11%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380365,0.11%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380367,0.11%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380369,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380371,0.11%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380373,0.10%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380375,0.13%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380377,0.13%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752380379,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380381,0.11%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380383,0.14%,80.51MiB,0.16%,65.65MiB,0.10%,81.31MiB
1752380385,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380387,0.14%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380389,0.08%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380391,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380393,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380395,0.09%,80.51MiB,0.07%,65.65MiB,0.10%,81.31MiB
1752380397,0.12%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380399,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380401,0.11%,80.51MiB,0.16%,65.65MiB,0.10%,81.31MiB
1752380403,0.08%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380405,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380407,0.12%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380409,0.15%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752380411,0.15%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380413,0.10%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752380415,0.15%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752380417,0.13%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380419,0.11%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752380421,0.13%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380423,0.09%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752380425,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380427,0.14%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752380429,0.13%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752380431,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380433,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380435,0.08%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752380437,0.15%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380439,0.10%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752380441,0.11%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380443,0.14%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380445,0.10%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380447,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380449,0.10%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380452,0.13%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380454,0.11%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380456,0.11%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380458,0.13%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380460,0.10%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380462,0.09%,80.51MiB,0.08%,65.65MiB,0.10%,81.31MiB
1752380464,0.11%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380466,0.12%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380468,0.10%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380470,0.09%,80.51MiB,0.07%,65.65MiB,0.10%,81.31MiB
1752380472,0.10%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752380474,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380476,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380478,0.10%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380480,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380482,0.10%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380484,0.12%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380486,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380488,0.14%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752380490,0.11%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380492,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380494,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380496,0.14%,80.51MiB,0.16%,65.65MiB,0.10%,81.31MiB
1752380498,0.12%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380500,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380502,0.11%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380504,0.11%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380506,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380508,0.16%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752380510,0.09%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380512,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380514,0.15%,80.51MiB,0.16%,65.65MiB,0.10%,81.31MiB
1752380516,0.13%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752380518,0.10%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380520,0.13%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752380522,0.14%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752380524,0.17%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752380526,0.12%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752380528,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380530,0.12%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752380532,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380534,0.11%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380536,0.13%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380538,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380540,0.13%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752380542,0.09%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380544,0.10%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752380546,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380548,0.14%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380550,0.10%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380552,0.08%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380554,0.11%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752380556,0.09%,80.51MiB,0.12%,65.65MiB,0.10%,81.31MiB
1752380558,0.08%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380560,0.10%,80.51MiB,0.14%,65.65MiB,0.10%,81.31MiB
1752380562,0.10%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380564,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380566,0.11%,80.51MiB,0.11%,65.65MiB,0.10%,81.31MiB
1752380568,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380570,0.09%,80.51MiB,0.13%,65.65MiB,0.10%,81.31MiB
1752380572,0.09%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380574,0.12%,80.51MiB,0.16%,65.65MiB,0.10%,81.31MiB
1752380576,0.15%,80.51MiB,0.15%,65.65MiB,0.10%,81.31MiB
1752380578,0.10%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
1752380580,0.08%,80.51MiB,0.09%,65.65MiB,0.10%,81.31MiB
1752380582,0.08%,80.51MiB,0.10%,65.65MiB,0.10%,81.31MiB
